"","radius","emddim","delay","filename","opt_dim","opt_delay","opt_rad"
"36",8.06304822410213,3,49,"Study1D0S104T5_f0.txt",5,36,15.3462030670712
"37",7.21928336667423,3,30,"Study1D0S104T6_f0.txt",5,36,15.3462030670712
"38",7.3707598234113,4,49,"Study1D0S104T7_f0.txt",5,36,15.3462030670712
"39",7.19103066638431,8,49,"Study1D0S104T8_f0.txt",5,36,15.3462030670712
"40",12.704448567193,6,23,"Study1D0S104T9_f0.txt",5,36,15.3462030670712
"41",5.13024386409594,6,30,"Study1D0S105T1_f0.txt",5,36,15.3462030670712
"42",15.2843599421684,7,17,"Study1D0S105T10_f0.txt",5,36,15.3462030670712
"43",11.0289882755257,4,39,"Study1D0S105T2_f0.txt",5,36,15.3462030670712
"44",14.1222595145711,6,25,"Study1D0S105T3_f0.txt",5,36,15.3462030670712
"45",NA,NA,NA,"Study1D0S105T4_f0.txt",5,36,15.3462030670712
"46",17.5468553911405,8,22,"Study1D0S105T5_f0.txt",5,36,15.3462030670712
"47",NA,NA,NA,"Study1D0S105T6_f0.txt",5,36,15.3462030670712
"48",25.8773511832217,7,25,"Study1D0S105T7_f0.txt",5,36,15.3462030670712
"49",5.53794810593407,5,24,"Study1D0S105T8_f0.txt",5,36,15.3462030670712
"50",9.0048714963683,4,47,"Study1D0S105T9_f0.txt",5,36,15.3462030670712
"51",10.2065097176897,7,21,"Study1D0S106T1_f0.txt",5,36,15.3462030670712
"52",2.57609438650062,5,14,"Study1D0S106T10_f0.txt",5,36,15.3462030670712
"53",20.1888027492971,10,34,"Study1D0S106T2_f0.txt",5,36,15.3462030670712
"54",12.9301798513015,7,37,"Study1D0S106T3_f0.txt",5,36,15.3462030670712
"55",NA,NA,NA,"Study1D0S106T4_f0.txt",5,36,15.3462030670712
"56",3.5539150068869,6,49,"Study1D0S106T5_f0.txt",5,36,15.3462030670712
"57",15.8142876309608,10,37,"Study1D0S106T6_f0.txt",5,36,15.3462030670712
"58",6.47806381765424,4,47,"Study1D0S106T7_f0.txt",5,36,15.3462030670712
"59",3.72547491112691,7,13,"Study1D0S106T8_f0.txt",5,36,15.3462030670712
"60",6.11531494111617,4,40,"Study1D0S106T9_f0.txt",5,36,15.3462030670712
"61",10.2220528015026,3,49,"Study1D0S107T1_f0.txt",5,36,15.3462030670712
"62",10.5455887754429,5,49,"Study1D0S107T10_f0.txt",5,36,15.3462030670712
"63",26.370010585738,7,31,"Study1D0S107T2_f0.txt",5,36,15.3462030670712
"64",NA,NA,NA,"Study1D0S107T3_f0.txt",5,36,15.3462030670712
"65",18.9477521558485,3,45,"Study1D0S107T4_f0.txt",5,36,15.3462030670712
"66",11.0382820952416,5,34,"Study1D0S107T5_f0.txt",5,36,15.3462030670712
"67",13.3182536275779,4,41,"Study1D0S107T6_f0.txt",5,36,15.3462030670712
"68",180.113548059099,11,24,"Study1D0S107T7_f0.txt",5,36,15.3462030670712
"69",12.4105452343612,3,41,"Study1D0S107T8_f0.txt",5,36,15.3462030670712
"70",25.6206008319079,7,44,"Study1D0S107T9_f0.txt",5,36,15.3462030670712
"71",27.7414641756358,3,34,"Study1D0S108T1_f0.txt",5,36,15.3462030670712
"72",28.2966851148432,9,41,"Study1D0S108T10_f0.txt",5,36,15.3462030670712
"73",39.1924604031349,5,49,"Study1D0S108T2_f0.txt",5,36,15.3462030670712
"74",23.9807735864347,4,33,"Study1D0S108T3_f0.txt",5,36,15.3462030670712
"75",47.6903545320198,9,44,"Study1D0S108T4_f0.txt",5,36,15.3462030670712
"76",19.6160062460393,6,40,"Study1D0S108T5_f0.txt",5,36,15.3462030670712
"77",29.4600680115274,4,49,"Study1D0S108T6_f0.txt",5,36,15.3462030670712
"78",19.487652447902,3,39,"Study1D0S108T7_f0.txt",5,36,15.3462030670712
"79",21.2856679483465,3,37,"Study1D0S108T8_f0.txt",5,36,15.3462030670712
"80",74.6951352231344,13,41,"Study1D0S108T9_f0.txt",5,36,15.3462030670712
"81",NA,NA,NA,"Study1D0S109T1_f0.txt",5,36,15.3462030670712
"82",40.3170929310638,5,36,"Study1D0S109T10_f0.txt",5,36,15.3462030670712
"83",59.5509457709947,7,33,"Study1D0S109T2_f0.txt",5,36,15.3462030670712
"84",23.9172795260257,4,27,"Study1D0S109T3_f0.txt",5,36,15.3462030670712
"85",NA,NA,NA,"Study1D0S109T4_f0.txt",5,36,15.3462030670712
"86",29.0033530277203,4,25,"Study1D0S109T5_f0.txt",5,36,15.3462030670712
"87",40.7396690986204,4,49,"Study1D0S109T6_f0.txt",5,36,15.3462030670712
"88",24.5843082231917,4,39,"Study1D0S109T7_f0.txt",5,36,15.3462030670712
"89",55.7005091602943,8,24,"Study1D0S109T8_f0.txt",5,36,15.3462030670712
"90",69.6922043342148,11,46,"Study1D0S109T9_f0.txt",5,36,15.3462030670712
"91",NA,NA,NA,"Study1D0S110T1_f0.txt",5,36,15.3462030670712
"92",9.36024314206469,8,8,"Study1D0S110T10_f0.txt",5,36,15.3462030670712
"93",14.7882073055693,3,22,"Study1D0S110T2_f0.txt",5,36,15.3462030670712
"94",6.72329727583377,7,30,"Study1D0S110T3_f0.txt",5,36,15.3462030670712
"95",31.9319324404842,7,23,"Study1D0S110T4_f0.txt",5,36,15.3462030670712
"96",5.92172719169111,3,26,"Study1D0S110T5_f0.txt",5,36,15.3462030670712
"97",10.3248964276283,3,6,"Study1D0S110T6_f0.txt",5,36,15.3462030670712
"98",22.5080493798565,5,48,"Study1D0S110T7_f0.txt",5,36,15.3462030670712
"99",10.5852369481031,6,25,"Study1D0S110T8_f0.txt",5,36,15.3462030670712
"100",24.0257537749682,4,32,"Study1D0S110T9_f0.txt",5,36,15.3462030670712
"101",27.7644478716255,6,40,"Study1D0S111T1_f0.txt",5,36,15.3462030670712
"102",10.7620049258597,4,8,"Study1D0S111T10_f0.txt",5,36,15.3462030670712
"103",143.436701371606,13,36,"Study1D0S111T2_f0.txt",5,36,15.3462030670712
"104",12.0617918730289,10,23,"Study1D0S111T3_f0.txt",5,36,15.3462030670712
"105",NA,NA,NA,"Study1D0S111T4_f0.txt",5,36,15.3462030670712
"106",6.52182443100853,8,20,"Study1D0S111T5_f0.txt",5,36,15.3462030670712
"107",7.5677130017643,11,13,"Study1D0S111T6_f0.txt",5,36,15.3462030670712
"108",NA,NA,NA,"Study1D0S111T7_f0.txt",5,36,15.3462030670712
"109",2.64113946307611,4,40,"Study1D0S111T8_f0.txt",5,36,15.3462030670712
"110",31.1891081058413,12,30,"Study1D0S111T9_f0.txt",5,36,15.3462030670712
"111",15.5828680568993,7,26,"Study1D0S112T1_f0.txt",5,36,15.3462030670712
"112",10.7875159975775,5,26,"Study1D0S112T10_f0.txt",5,36,15.3462030670712
"113",16.9527618854504,6,18,"Study1D0S112T2_f0.txt",5,36,15.3462030670712
"114",12.3258122341284,5,42,"Study1D0S112T3_f0.txt",5,36,15.3462030670712
"115",14.3740517436802,4,49,"Study1D0S112T4_f0.txt",5,36,15.3462030670712
"116",18.9012571974168,9,45,"Study1D0S112T5_f0.txt",5,36,15.3462030670712
"117",10.2264378955156,5,26,"Study1D0S112T6_f0.txt",5,36,15.3462030670712
"118",16.1308484906333,8,27,"Study1D0S112T7_f0.txt",5,36,15.3462030670712
"119",NA,NA,NA,"Study1D0S112T8_f0.txt",5,36,15.3462030670712
"120",17.4648768388968,6,47,"Study1D0S112T9_f0.txt",5,36,15.3462030670712
"121",8.78440153163508,6,47,"Study1D0S113T1_f0.txt",5,36,15.3462030670712
"122",NA,NA,NA,"Study1D0S113T10_f0.txt",5,36,15.3462030670712
"123",17.6771036903999,10,40,"Study1D0S113T2_f0.txt",5,36,15.3462030670712
"124",2.53248994022156,2,48,"Study1D0S113T3_f0.txt",5,36,15.3462030670712
"125",3.21193921741073,3,43,"Study1D0S113T4_f0.txt",5,36,15.3462030670712
"126",1.19797316001351,5,18,"Study1D0S113T5_f0.txt",5,36,15.3462030670712
"127",NA,NA,NA,"Study1D0S113T6_f0.txt",5,36,15.3462030670712
"128",NA,NA,NA,"Study1D0S113T7_f0.txt",5,36,15.3462030670712
"129",NA,NA,NA,"Study1D0S113T8_f0.txt",5,36,15.3462030670712
"130",16.8007880973398,3,37,"Study1D0S113T9_f0.txt",5,36,15.3462030670712
"131",15.0653351904972,6,21,"Study1D0S114T1_f0.txt",5,36,15.3462030670712
"132",NA,NA,NA,"Study1D0S114T10_f0.txt",5,36,15.3462030670712
"133",8.76574126498977,3,49,"Study1D0S114T2_f0.txt",5,36,15.3462030670712
"134",NA,NA,NA,"Study1D0S114T3_f0.txt",5,36,15.3462030670712
"135",19.399650480887,7,49,"Study1D0S114T4_f0.txt",5,36,15.3462030670712
"136",9.78486420277704,3,23,"Study1D0S114T5_f0.txt",5,36,15.3462030670712
"137",15.9523013896596,5,36,"Study1D0S114T6_f0.txt",5,36,15.3462030670712
"138",14.5861470006149,4,50,"Study1D0S114T7_f0.txt",5,36,15.3462030670712
"139",NA,NA,NA,"Study1D0S114T8_f0.txt",5,36,15.3462030670712
"140",21.835436132611,9,39,"Study1D0S114T9_f0.txt",5,36,15.3462030670712
"141",19.2629029167351,4,41,"Study1D0S115T1_f0.txt",5,36,15.3462030670712
"142",8.66362347690035,4,46,"Study1D0S115T10_f0.txt",5,36,15.3462030670712
"143",41.4626279840955,9,49,"Study1D0S115T2_f0.txt",5,36,15.3462030670712
"144",3.30354752162455,2,36,"Study1D0S115T3_f0.txt",5,36,15.3462030670712
"145",22.0370171930544,7,31,"Study1D0S115T4_f0.txt",5,36,15.3462030670712
"146",15.4651576162487,3,37,"Study1D0S115T5_f0.txt",5,36,15.3462030670712
"147",NA,NA,NA,"Study1D0S115T6_f0.txt",5,36,15.3462030670712
"148",41.3880002644704,17,15,"Study1D0S115T7_f0.txt",5,36,15.3462030670712
"149",5.30908847397347,3,43,"Study1D0S115T8_f0.txt",5,36,15.3462030670712
"150",14.0227050746159,3,35,"Study1D0S115T9_f0.txt",5,36,15.3462030670712
"151",NA,NA,NA,"Study1D0S116T1_f0.txt",5,36,15.3462030670712
"152",NA,NA,NA,"Study1D0S116T10_f0.txt",5,36,15.3462030670712
"153",12.1152296159483,3,49,"Study1D0S116T2_f0.txt",5,36,15.3462030670712
"154",NA,NA,NA,"Study1D0S116T3_f0.txt",5,36,15.3462030670712
"155",12.2384455630734,5,36,"Study1D0S116T4_f0.txt",5,36,15.3462030670712
"156",58.1586032951381,19,34,"Study1D0S116T5_f0.txt",5,36,15.3462030670712
"157",NA,NA,NA,"Study1D0S116T6_f0.txt",5,36,15.3462030670712
"158",12.0965728221072,4,19,"Study1D0S116T7_f0.txt",5,36,15.3462030670712
"159",64.7869070230772,12,48,"Study1D0S116T8_f0.txt",5,36,15.3462030670712
"160",6.45005536439425,2,38,"Study1D0S116T9_f0.txt",5,36,15.3462030670712
"161",4.33232020415841,8,15,"Study1D0S117T1_f0.txt",5,36,15.3462030670712
"162",NA,NA,NA,"Study1D0S117T10_f0.txt",5,36,15.3462030670712
"163",14.1314615235223,5,49,"Study1D0S117T2_f0.txt",5,36,15.3462030670712
"164",NA,NA,NA,"Study1D0S117T3_f0.txt",5,36,15.3462030670712
"165",NA,NA,NA,"Study1D0S117T4_f0.txt",5,36,15.3462030670712
"166",4.46181438794133,4,46,"Study1D0S117T5_f0.txt",5,36,15.3462030670712
"167",12.6203362782263,7,22,"Study1D0S117T6_f0.txt",5,36,15.3462030670712
"168",10.5034595738381,5,45,"Study1D0S117T7_f0.txt",5,36,15.3462030670712
"169",NA,NA,NA,"Study1D0S117T8_f0.txt",5,36,15.3462030670712
"170",NA,NA,NA,"Study1D0S117T9_f0.txt",5,36,15.3462030670712
"171",44.3334071952264,9,18,"Study1D0S118T1_f0.txt",5,36,15.3462030670712
"172",13.6528412079853,4,47,"Study1D0S118T10_f0.txt",5,36,15.3462030670712
"173",21.7070399609113,4,34,"Study1D0S118T2_f0.txt",5,36,15.3462030670712
"174",20.2644630903476,5,20,"Study1D0S118T3_f0.txt",5,36,15.3462030670712
"175",15.9554576578175,3,42,"Study1D0S118T4_f0.txt",5,36,15.3462030670712
"176",21.2917040557765,9,38,"Study1D0S118T5_f0.txt",5,36,15.3462030670712
"177",24.7873753766886,3,27,"Study1D0S118T6_f0.txt",5,36,15.3462030670712
"178",20.7559418773539,3,49,"Study1D0S118T7_f0.txt",5,36,15.3462030670712
"179",5.65762962673291,2,47,"Study1D0S118T8_f0.txt",5,36,15.3462030670712
"180",81.6606343658498,13,46,"Study1D0S118T9_f0.txt",5,36,15.3462030670712
"181",5.21386285034151,4,41,"Study1D0S119T1_f0.txt",5,36,15.3462030670712
"182",9.35857644709814,4,28,"Study1D0S119T10_f0.txt",5,36,15.3462030670712
"183",10.85768637357,5,35,"Study1D0S119T2_f0.txt",5,36,15.3462030670712
"184",14.2585047727907,7,49,"Study1D0S119T3_f0.txt",5,36,15.3462030670712
"185",15.3226906566914,6,16,"Study1D0S119T4_f0.txt",5,36,15.3462030670712
"186",11.416901855929,6,19,"Study1D0S119T5_f0.txt",5,36,15.3462030670712
"187",17.1128243265736,7,36,"Study1D0S119T6_f0.txt",5,36,15.3462030670712
"188",9.24425284181987,3,40,"Study1D0S119T7_f0.txt",5,36,15.3462030670712
"189",9.66424037001715,6,48,"Study1D0S119T8_f0.txt",5,36,15.3462030670712
"190",22.2677206501095,8,16,"Study1D0S119T9_f0.txt",5,36,15.3462030670712
"191",NA,NA,NA,"Study1D0S120T1_f0.txt",5,36,15.3462030670712
"192",NA,NA,NA,"Study1D0S120T10_f0.txt",5,36,15.3462030670712
"193",7.7715160605698,3,31,"Study1D0S120T2_f0.txt",5,36,15.3462030670712
"194",NA,NA,NA,"Study1D0S120T3_f0.txt",5,36,15.3462030670712
"195",3.40462844663505,2,21,"Study1D0S120T4_f0.txt",5,36,15.3462030670712
"196",NA,NA,NA,"Study1D0S120T5_f0.txt",5,36,15.3462030670712
"197",4.72136623610352,2,19,"Study1D0S120T6_f0.txt",5,36,15.3462030670712
"198",8.1657245864787,4,19,"Study1D0S120T7_f0.txt",5,36,15.3462030670712
"199",NA,NA,NA,"Study1D0S120T8_f0.txt",5,36,15.3462030670712
"200",14.6683586279952,6,35,"Study1D0S120T9_f0.txt",5,36,15.3462030670712
"201",31.295445608229,9,26,"Study1D0S121T1_f0.txt",5,36,15.3462030670712
"202",17.1106701093138,4,43,"Study1D0S121T2_f0.txt",5,36,15.3462030670712
"203",37.2369919977668,10,35,"Study1D0S121T3_f0.txt",5,36,15.3462030670712
"204",9.65117095415647,4,36,"Study1D0S122T1_f0.txt",5,36,15.3462030670712
"205",NA,NA,NA,"Study1D0S122T10_f0.txt",5,36,15.3462030670712
"206",14.3198128613406,8,9,"Study1D0S122T2_f0.txt",5,36,15.3462030670712
"207",41.7839326627735,13,30,"Study1D0S122T3_f0.txt",5,36,15.3462030670712
"208",NA,NA,NA,"Study1D0S122T4_f0.txt",5,36,15.3462030670712
"209",32.1976304771043,13,15,"Study1D0S122T5_f0.txt",5,36,15.3462030670712
"210",18.6851684611792,4,32,"Study1D0S122T6_f0.txt",5,36,15.3462030670712
"211",NA,NA,NA,"Study1D0S122T7_f0.txt",5,36,15.3462030670712
"212",NA,NA,NA,"Study1D0S122T8_f0.txt",5,36,15.3462030670712
"213",NA,NA,NA,"Study1D0S122T9_f0.txt",5,36,15.3462030670712
"214",NA,NA,NA,"Study1D0S123T1_f0.txt",5,36,15.3462030670712
"215",0.726660764676041,1,12,"Study1D0S123T10_f0.txt",5,36,15.3462030670712
"216",65.6244523797188,8,32,"Study1D0S123T2_f0.txt",5,36,15.3462030670712
"217",NA,NA,NA,"Study1D0S123T3_f0.txt",5,36,15.3462030670712
"218",0.517547669608227,1,23,"Study1D0S123T4_f0.txt",5,36,15.3462030670712
"219",10.6909384370382,4,22,"Study1D0S123T5_f0.txt",5,36,15.3462030670712
"220",NA,NA,NA,"Study1D0S123T6_f0.txt",5,36,15.3462030670712
"221",9.87844232036878,3,23,"Study1D0S123T7_f0.txt",5,36,15.3462030670712
"222",5.68791329465763,2,11,"Study1D0S123T8_f0.txt",5,36,15.3462030670712
"223",NA,NA,NA,"Study1D0S124T1_f0.txt",5,36,15.3462030670712
"224",9.11742817760502,4,20,"Study1D0S124T10_f0.txt",5,36,15.3462030670712
"225",19.1133977404844,6,31,"Study1D0S124T2_f0.txt",5,36,15.3462030670712
"226",10.2888716440728,5,40,"Study1D0S124T3_f0.txt",5,36,15.3462030670712
"227",7.51592074694078,4,46,"Study1D0S124T4_f0.txt",5,36,15.3462030670712
"228",6.92548201771672,4,10,"Study1D0S124T5_f0.txt",5,36,15.3462030670712
"229",7.46571403645214,6,32,"Study1D0S124T6_f0.txt",5,36,15.3462030670712
"230",10.6776051570655,4,49,"Study1D0S124T7_f0.txt",5,36,15.3462030670712
"231",7.40218800333551,6,44,"Study1D0S124T8_f0.txt",5,36,15.3462030670712
"232",5.96982331406132,3,28,"Study1D0S124T9_f0.txt",5,36,15.3462030670712
"233",32.6092593656582,7,27,"Study1D0S125T1_f0.txt",5,36,15.3462030670712
"234",24.4326103669432,3,41,"Study1D0S125T10_f0.txt",5,36,15.3462030670712
"235",25.8881610551448,6,48,"Study1D0S125T2_f0.txt",5,36,15.3462030670712
"236",13.551291188402,3,49,"Study1D0S125T3_f0.txt",5,36,15.3462030670712
"237",11.5755557099642,3,41,"Study1D0S125T4_f0.txt",5,36,15.3462030670712
"238",22.8508669946638,6,49,"Study1D0S125T5_f0.txt",5,36,15.3462030670712
"239",13.935925004664,3,37,"Study1D0S125T6_f0.txt",5,36,15.3462030670712
"240",19.6304994182748,6,24,"Study1D0S125T7_f0.txt",5,36,15.3462030670712
"241",9.63419687295359,3,49,"Study1D0S125T8_f0.txt",5,36,15.3462030670712
"242",41.6835698134275,8,26,"Study1D0S125T9_f0.txt",5,36,15.3462030670712
"243",3.68473621353871,9,27,"Study1D0S126T1_f0.txt",5,36,15.3462030670712
"244",2.65410653274415,3,40,"Study1D0S126T10_f0.txt",5,36,15.3462030670712
"245",21.9891568981237,10,30,"Study1D0S126T2_f0.txt",5,36,15.3462030670712
"246",7.77564731442166,5,36,"Study1D0S126T3_f0.txt",5,36,15.3462030670712
"247",4.88750506860845,6,23,"Study1D0S126T4_f0.txt",5,36,15.3462030670712
"248",8.16867524951667,9,41,"Study1D0S126T5_f0.txt",5,36,15.3462030670712
"249",NA,NA,NA,"Study1D0S126T6_f0.txt",5,36,15.3462030670712
"250",16.6984718850496,10,18,"Study1D0S126T7_f0.txt",5,36,15.3462030670712
"251",NA,NA,NA,"Study1D0S126T8_f0.txt",5,36,15.3462030670712
"252",5.43937849829517,7,28,"Study1D0S126T9_f0.txt",5,36,15.3462030670712
"253",4.71108875466791,8,26,"Study1D0S127T1_f0.txt",5,36,15.3462030670712
"254",33.6004619675422,11,20,"Study1D0S127T10_f0.txt",5,36,15.3462030670712
"255",32.3010766788367,16,26,"Study1D0S127T2_f0.txt",5,36,15.3462030670712
"256",NA,NA,NA,"Study1D0S127T3_f0.txt",5,36,15.3462030670712
"257",8.39494224430993,4,25,"Study1D0S127T4_f0.txt",5,36,15.3462030670712
"258",12.3432898735514,4,45,"Study1D0S127T5_f0.txt",5,36,15.3462030670712
"259",2.47243754388451,4,19,"Study1D0S127T6_f0.txt",5,36,15.3462030670712
"260",35.2356842663366,10,48,"Study1D0S127T7_f0.txt",5,36,15.3462030670712
"261",NA,NA,NA,"Study1D0S127T8_f0.txt",5,36,15.3462030670712
"262",4.03886563738638,3,38,"Study1D0S127T9_f0.txt",5,36,15.3462030670712
"263",NA,NA,NA,"Study1D0S128T1_f0.txt",5,36,15.3462030670712
"264",NA,NA,NA,"Study1D0S128T10_f0.txt",5,36,15.3462030670712
"265",18.3931742697042,8,43,"Study1D0S128T2_f0.txt",5,36,15.3462030670712
"266",19.7374215267274,9,43,"Study1D0S128T3_f0.txt",5,36,15.3462030670712
"267",10.0625462253343,6,20,"Study1D0S128T4_f0.txt",5,36,15.3462030670712
"268",70.8137617326272,7,38,"Study1D0S128T5_f0.txt",5,36,15.3462030670712
"269",18.2537445255729,8,49,"Study1D0S128T6_f0.txt",5,36,15.3462030670712
"270",19.716137767591,7,49,"Study1D0S128T7_f0.txt",5,36,15.3462030670712
"271",9.93544075175002,3,30,"Study1D0S128T8_f0.txt",5,36,15.3462030670712
"272",NA,NA,NA,"Study1D0S128T9_f0.txt",5,36,15.3462030670712
"273",10.8131365990188,13,23,"Study1D0S129T1_f0.txt",5,36,15.3462030670712
"274",3.34169816405938,3,37,"Study1D0S129T10_f0.txt",5,36,15.3462030670712
"275",6.20787227335907,6,33,"Study1D0S129T2_f0.txt",5,36,15.3462030670712
"276",3.80757425687506,3,45,"Study1D0S129T3_f0.txt",5,36,15.3462030670712
"277",9.94214154368002,7,44,"Study1D0S129T4_f0.txt",5,36,15.3462030670712
"278",12.9576785517932,8,22,"Study1D0S129T5_f0.txt",5,36,15.3462030670712
"279",4.82305219536038,4,26,"Study1D0S129T6_f0.txt",5,36,15.3462030670712
"280",10.7201276396362,9,47,"Study1D0S129T7_f0.txt",5,36,15.3462030670712
"281",2.67398513598705,3,49,"Study1D0S129T8_f0.txt",5,36,15.3462030670712
"282",8.28637086347455,5,38,"Study1D0S129T9_f0.txt",5,36,15.3462030670712
"283",12.6706028004313,6,40,"Study1D0S130T1_f0.txt",5,36,15.3462030670712
"284",12.3468599818482,5,48,"Study1D0S130T10_f0.txt",5,36,15.3462030670712
"285",15.3804934192962,3,45,"Study1D0S130T2_f0.txt",5,36,15.3462030670712
"286",12.4898025613704,4,28,"Study1D0S130T3_f0.txt",5,36,15.3462030670712
"287",NA,NA,NA,"Study1D0S130T4_f0.txt",5,36,15.3462030670712
"288",18.6242353715299,4,48,"Study1D0S130T5_f0.txt",5,36,15.3462030670712
"289",22.2578532895332,4,48,"Study1D0S130T6_f0.txt",5,36,15.3462030670712
"290",11.4218356902926,3,35,"Study1D0S130T7_f0.txt",5,36,15.3462030670712
"291",3.78332830669046,2,49,"Study1D0S130T8_f0.txt",5,36,15.3462030670712
"292",14.7484460611721,3,48,"Study1D0S130T9_f0.txt",5,36,15.3462030670712
"293",34.183578731384,11,31,"Study1D0S131T1_f0.txt",5,36,15.3462030670712
"294",6.60230630144344,3,31,"Study1D0S131T10_f0.txt",5,36,15.3462030670712
"295",25.5848074765518,3,33,"Study1D0S131T2_f0.txt",5,36,15.3462030670712
"296",27.070120174095,8,49,"Study1D0S131T3_f0.txt",5,36,15.3462030670712
"297",NA,NA,NA,"Study1D0S131T4_f0.txt",5,36,15.3462030670712
"298",26.7136871395357,7,23,"Study1D0S131T5_f0.txt",5,36,15.3462030670712
"299",NA,NA,NA,"Study1D0S131T6_f0.txt",5,36,15.3462030670712
"300",23.2260483399813,7,36,"Study1D0S131T7_f0.txt",5,36,15.3462030670712
"301",16.4868736047729,4,42,"Study1D0S131T8_f0.txt",5,36,15.3462030670712
"302",21.9651572104522,5,48,"Study1D0S131T9_f0.txt",5,36,15.3462030670712
"303",6.16992229054341,4,43,"Study1D0S132T1_f0.txt",5,36,15.3462030670712
"304",5.81779474814946,3,20,"Study1D0S132T10_f0.txt",5,36,15.3462030670712
"305",10.99233548564,4,36,"Study1D0S132T2_f0.txt",5,36,15.3462030670712
"306",6.5932630584681,3,41,"Study1D0S132T3_f0.txt",5,36,15.3462030670712
"307",10.7969942735241,3,49,"Study1D0S132T4_f0.txt",5,36,15.3462030670712
"308",6.99524179139612,6,40,"Study1D0S132T5_f0.txt",5,36,15.3462030670712
"309",18.8886312422749,4,31,"Study1D0S132T6_f0.txt",5,36,15.3462030670712
"310",5.17477313432842,3,47,"Study1D0S132T7_f0.txt",5,36,15.3462030670712
"311",4.5635217699064,3,35,"Study1D0S132T8_f0.txt",5,36,15.3462030670712
"312",14.6601648082731,4,36,"Study1D0S132T9_f0.txt",5,36,15.3462030670712
"313",25.3901478517597,6,27,"Study1D0S133T1_f0.txt",5,36,15.3462030670712
"314",NA,NA,NA,"Study1D0S133T10_f0.txt",5,36,15.3462030670712
"315",21.1839497648639,4,38,"Study1D0S133T2_f0.txt",5,36,15.3462030670712
"316",15.4701616067006,4,43,"Study1D0S133T3_f0.txt",5,36,15.3462030670712
"317",17.0234016643765,3,42,"Study1D0S133T4_f0.txt",5,36,15.3462030670712
"318",19.2849172982333,9,33,"Study1D0S133T5_f0.txt",5,36,15.3462030670712
"319",9.61464991148168,6,47,"Study1D0S133T6_f0.txt",5,36,15.3462030670712
"320",39.9643714314308,8,29,"Study1D0S133T7_f0.txt",5,36,15.3462030670712
"321",NA,NA,NA,"Study1D0S133T8_f0.txt",5,36,15.3462030670712
